Pokemon,Dex_Number,Move_Count,All_Moves
Latios,381,86,Aerial Ace; Agility; Air Cutter; Air Slash; Ally Switch; Aura Sphere; Baton Pass; Body Slam; Breaking Swipe; Bulldoze; Calm Mind; Charge Beam; Chilling Water; Confusion; Double-Edge; Draco Meteor; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Dream Eater; Dual Wingbeat; Earthquake; Endure; Energy Ball; Facade; Flip Turn; Fly; Future Sight; Giga Impact; Grass Knot; Heal Block; Heal Pulse; Helping Hand; Hyper Beam; Ice Beam; Icy Wind; Light Screen; Liquidation; Luster Purge; Memento; Mystical Fire; Outrage; Power Split; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psyshock; Rain Dance; Razor Wind; Recover; Reflect; Rest; Roar; Safeguard; Sandstorm; Scale Shot; Shadow Ball; Shadow Claw; Simple Beam; Sleep Talk; Solar Beam; Stored Power; Substitute; Sunny Day; Surf; Swift; Tailwind; Take Down; Tera Blast; Thunder; Thunder Wave; Thunderbolt; Tri Attack; Trick; Twister; Water Pulse; Waterfall; Weather Ball; Whirlpool; Wish; Work Up; Zen Headbutt
Garbodor,569,37,Acid Spray; Amnesia; Ancient Power; Body Slam; Brutal Swing; Bullet Seed; Dark Pulse; Drain Punch; Endure; Explosion; Facade; Focus Blast; Giga Drain; Giga Impact; Gunk Shot; Headbutt; Heal Block; Hyper Beam; Magnet Bomb; Metal Claw; Mud Shot; Poison Jab; Protect; Psychic; Rollout; Seed Bomb; Self-Destruct; Sludge Bomb; Sludge Wave; Smokescreen; Solar Beam; Spikes; Substitute; Take Down; Thunderbolt; Toxic; Toxic Spikes
Cryogonal,615,48,Acid Armor; Acrobatics; Ancient Power; Aurora Beam; Aurora Veil; Avalanche; Bind; Blizzard; Body Slam; Chilling Water; Confuse Ray; Endure; Explosion; Facade; Flash Cannon; Freeze-Dry; Frost Breath; Giga Impact; Haze; Hyper Beam; Ice Beam; Ice Shard; Ice Spinner; Icicle Spear; Icy Wind; Iron Defense; Light Screen; Mist; Night Slash; Poison Jab; Protect; Rain Dance; Rapid Spin; Recover; Reflect; Rest; Scary Face; Self-Destruct; Sheer Cold; Slash; Sleep Talk; Snowscape; Solar Beam; Substitute; Take Down; Tera Blast; Triple Axel; Water Pulse
Vivillon,666,53,Acrobatics; Air Cutter; Air Slash; Bug Bite; Bug Buzz; Confuse Ray; Dazzling Gleam; Draining Kiss; Dual Wingbeat; Endure; Energy Ball; Facade; Giga Drain; Giga Impact; Gust; Harden; Hurricane; Hyper Beam; Infestation; Iron Defense; Light Screen; Ominous Wind; Petal Dance; Poison Powder; Pollen Puff; Pounce; Protect; Psybeam; Psychic; Quiver Dance; Rage Powder; Rain Dance; Rest; Safeguard; Silver Wind; Skitter Smack; Sleep Powder; Sleep Talk; Solar Beam; String Shot; Struggle Bug; Stun Spore; Substitute; Sunny Day; Supersonic; Swift; Tackle; Tailwind; Tera Blast; Thief; U-turn; Weather Ball; Whirlwind
Hoopa,720,72,Ally Switch; Astonish; Brick Break; Calm Mind; Charge Beam; Confusion; Dark Pulse; Destiny Bond; Drain Punch; Dream Eater; Endure; Energy Ball; Expanding Force; Facade; Fire Punch; Fling; Focus Blast; Focus Punch; Foul Play; Future Sight; Giga Impact; Grass Knot; Gravity; Guard Split; Gunk Shot; Heal Block; Hyper Beam; Hyperspace Fury; Hyperspace Hole; Ice Punch; Knock Off; Lash Out; Light Screen; Nasty Plot; Ominous Wind; Phantom Force; Power Split; Protect; Psybeam; Psych Up; Psychic; Psychic Fangs; Psychic Noise; Psychic Terrain; Psyshock; Rain Dance; Reflect; Rest; Rock Tomb; Sandstorm; Scary Face; Shadow Ball; Shadow Punch; Silver Wind; Skill Swap; Skitter Smack; Sleep Talk; Substitute; Sunny Day; Swift; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Thunder Punch; Thunder Wave; Thunderbolt; Trick; Trick Room; Wonder Room; Zen Headbutt
Volcanion,721,66,Body Press; Body Slam; Brick Break; Bulldoze; Dig; Double-Edge; Earth Power; Earthquake; Endure; Explosion; Facade; Fire Blast; Fire Fang; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Flash Cannon; Fling; Focus Blast; Giga Impact; Gyro Ball; Haze; Heat Crash; Heat Wave; Heavy Slam; Hydro Pump; Hyper Beam; Incinerate; Leer; Liquidation; Mist; Misty Terrain; Mud Shot; Overheat; Protect; Rain Dance; Rest; Roar; Rock Slide; Rock Tomb; Sandstorm; Scald; Scary Face; Scorching Sands; Self-Destruct; Sleep Talk; Sludge Bomb; Sludge Wave; Smack Down; Solar Beam; Steam Eruption; Stomp; Stomping Tantrum; Stone Edge; Substitute; Sunny Day; Take Down; Taunt; Tera Blast; Thunder Fang; Water Gun; Water Pulse; Weather Ball; Wild Charge; Will-O-Wisp
Magearna,801,80,Agility; Aura Sphere; Aurora Beam; Baton Pass; Body Slam; Brick Break; Calm Mind; Charge Beam; Confuse Ray; Dazzling Gleam; Defense Curl; Disarming Voice; Draining Kiss; Eerie Impulse; Electro Ball; Electroweb; Encore; Endure; Energy Ball; Facade; False Swipe; Flash Cannon; Fleur Cannon; Focus Blast; Giga Impact; Grass Knot; Gravity; Gyro Ball; Heavy Slam; Helping Hand; Hyper Beam; Ice Beam; Ice Spinner; Imprison; Iron Defense; Iron Head; Light Screen; Lock-On; Magnet Bomb; Magnetic Flux; Metal Sound; Misty Explosion; Misty Terrain; Pain Split; Petal Dance; Play Rough; Power Gem; Protect; Psybeam; Psychic; Psyshock; Reflect; Rest; Rollout; Self-Destruct; Shadow Ball; Shift Gear; Skill Swap; Skull Bash; Sleep Talk; Snowscape; Solar Beam; Solar Blade; Spikes; Steel Beam; Stored Power; Substitute; Sunny Day; Swift; Take Down; Tera Blast; Thunder Wave; Thunderbolt; Tri Attack; Trick; Trick Room; Vacuum Wave; Volt Switch; Zap Cannon; Zen Headbutt
Grapploct,853,39,Body Slam; Brick Break; Bulk Up; Bullet Punch; Chilling Water; Circle Throw; Close Combat; Comet Punch; Detect; Dig; Double Hit; Drain Punch; Dual Chop; Endure; Facade; Focus Blast; Giga Impact; Hydro Pump; Hyper Beam; Ice Punch; Knock Off; Leer; Liquidation; Mach Punch; Mud Shot; Muddy Water; Octolock; Power-Up Punch; Protect; Rock Smash; Storm Throw; Substitute; Surf; Taunt; Topsy-Turvy; Vacuum Wave; Waterfall; Whirlpool; Work Up
Mr. Rime,866,64,Blizzard; Body Slam; Brick Break; Calm Mind; Charge Beam; Charm; Chilling Water; Comet Punch; Confuse Ray; Confusion; Dazzling Gleam; Drain Punch; Dream Eater; Endure; Energy Ball; Facade; Fake Out; Fake Tears; First Impression; Focus Blast; Freeze-Dry; Frost Breath; Future Sight; Giga Impact; Haze; Headbutt; Heal Block; Hyper Beam; Hypnosis; Ice Beam; Ice Punch; Ice Shard; Icicle Spear; Icy Wind; Infestation; Iron Defense; Light Screen; Magnet Bomb; Metronome; Mimic; Mist; Nasty Plot; Protect; Psybeam; Psychic; Psyshock; Reflect; Safeguard; Shadow Ball; Sheer Cold; Smokescreen; Solar Beam; Stealth Rock; Substitute; Swagger; Tackle; Taunt; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Torment; Triple Axel; Zen Headbutt
Mabosstiff,943,59,Bite; Body Slam; Bounce; Charm; Comeuppance; Crunch; Curse; Dark Pulse; Destiny Bond; Dig; Double-Edge; Endeavor; Endure; Facade; Fake Tears; Fire Fang; Focus Energy; Giga Impact; Headbutt; Helping Hand; Hone Claws; Hyper Beam; Hyper Voice; Ice Fang; Jaw Lock; Knock Off; Lash Out; Leer; Lick; Lunge; Outrage; Pain Split; Payback; Play Rough; Protect; Psychic Fangs; Rain Dance; Rest; Retaliate; Reversal; Roar; Rock Smash; Scary Face; Seed Bomb; Skull Bash; Sleep Talk; Snarl; Spite; Substitute; Sunny Day; Swagger; Tackle; Take Down; Taunt; Tera Blast; Thief; Thunder Fang; Trailblaze; Wild Charge
Blastoise,009,81,Aqua Jet; Aqua Ring; Aqua Tail; Aura Sphere; Avalanche; Bite; Blizzard; Body Press; Body Slam; Brick Break; Bubble Beam; Chilling Water; Crunch; Dark Pulse; Dig; Double-Edge; Dragon Pulse; Earthquake; Endure; Facade; Fake Out; False Swipe; Flail; Flash Cannon; Fling; Flip Turn; Focus Blast; Focus Punch; Giga Impact; Gyro Ball; Haze; Headbutt; Helping Hand; Hydro Cannon; Hydro Pump; Hyper Beam; Ice Beam; Ice Punch; Ice Spinner; Icy Wind; Iron Defense; Iron Head; Iron Tail; Life Dew; Liquidation; Mirror Coat; Mist; Mud Shot; Muddy Water; Outrage; Protect; Rain Dance; Rapid Spin; Rest; Roar; Rock Slide; Rock Tomb; Scald; Scary Face; Shell Smash; Skull Bash; Sleep Talk; Smack Down; Substitute; Surf; Tackle; Tail Whip; Take Down; Tera Blast; Water Gun; Water Pledge; Water Pulse; Water Spout; Waterfall; Wave Crash; Weather Ball; Whirlpool; Withdraw; Work Up; Yawn; Zen Headbutt
Charizard,006,83,Acrobatics; Aerial Ace; Air Cutter; Air Slash; Ancient Power; Belly Drum; Bite; Blast Burn; Blaze Kick; Body Slam; Breaking Swipe; Brick Break; Bulldoze; Counter; Crunch; Dig; Double-Edge; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Dragon Rush; Dragon Tail; Dual Wingbeat; Earthquake; Ember; Endure; Facade; False Swipe; Fire Blast; Fire Fang; Fire Pledge; Fire Punch; Fire Spin; Fissure; Flame Charge; Flamethrower; Flare Blitz; Fling; Fly; Focus Blast; Focus Punch; Giga Impact; Growl; Heat Crash; Heat Wave; Helping Hand; Hurricane; Hyper Beam; Inferno; Iron Tail; Metal Claw; Ominous Wind; Outrage; Overheat; Protect; Rest; Roar; Rock Slide; Rock Tomb; Sandstorm; Scale Shot; Scary Face; Scorching Sands; Scratch; Shadow Claw; Skull Bash; Slash; Sleep Talk; Smokescreen; Solar Beam; Substitute; Sunny Day; Swift; Swords Dance; Tackle; Take Down; Temper Flare; Tera Blast; Thunder Punch; Weather Ball; Will-O-Wisp
Talonflame,663,58,Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Blaze Kick; Brave Bird; Bulk Up; Defog; Double Team; Double-Edge; Dual Wingbeat; Ember; Endure; Facade; Feather Dance; Feint; Fire Blast; Fire Spin; Flail; Flame Charge; Flame Wheel; Flamethrower; Flare Blitz; Fly; Giga Impact; Growl; Heat Wave; Hurricane; Hyper Beam; Overheat; Peck; Protect; Quick Attack; Quick Guard; Rain Dance; Rest; Roost; Sky Attack; Sleep Talk; Solar Beam; Steel Wing; Substitute; Sunny Day; Swift; Swords Dance; Tailwind; Take Down; Taunt; Temper Flare; Tera Blast; Thief; U-turn; Upper Hand; Vacuum Wave; Whirlwind; Will-O-Wisp; Wing Attack
Florges,671,57,Alluring Voice; Baton Pass; Calm Mind; Celebrate; Charm; Chilling Water; Copycat; Dazzling Gleam; Disarming Voice; Double Team; Draining Kiss; Endeavor; Endure; Energy Ball; Facade; Fairy Wind; Giga Drain; Giga Impact; Grass Knot; Grassy Terrain; Helping Hand; Hyper Beam; Light Screen; Magical Leaf; Metronome; Misty Explosion; Misty Terrain; Moonblast; Ominous Wind; Petal Blizzard; Petal Dance; Pollen Puff; Protect; Psychic; Psychic Noise; Rain Dance; Razor Leaf; Rest; Safeguard; Seed Bomb; Silver Wind; Skill Swap; Sleep Talk; Solar Beam; Solar Blade; Stored Power; Substitute; Sunny Day; Swift; Synthesis; Tackle; Tearful Look; Tera Blast; Trailblaze; Trick; Vine Whip; Wish
Spritzee,682,23,Calm Mind; Charm; Dazzling Gleam; Disarming Voice; Draining Kiss; Endure; Energy Ball; Facade; Fairy Wind; Fake Tears; Flash Cannon; Heal Block; Hypnosis; Light Screen; Moonblast; Nasty Plot; Protect; Psybeam; Psychic; Reflect; Substitute; Thunderbolt; Wish
Hawlucha,701,77,Acrobatics; Aerial Ace; Agility; Air Slash; Baton Pass; Body Press; Body Slam; Bounce; Brave Bird; Brick Break; Bulk Up; Close Combat; Coaching; Comet Punch; Cross Chop; Defog; Detect; Dig; Drain Punch; Dual Chop; Dual Wingbeat; Encore; Endeavor; Endure; Entrainment; Facade; False Swipe; Feather Dance; Feint; Fire Punch; Fling; Fly; Flying Press; Focus Blast; Focus Punch; Giga Impact; Grass Knot; Helping Hand; High Jump Kick; Hone Claws; Hyper Beam; Iron Head; Low Kick; Low Sweep; Lunge; Mean Look; Poison Jab; Protect; Quick Guard; Rain Dance; Rest; Reversal; Rock Slide; Rock Tomb; Roost; Skull Bash; Sky Attack; Sleep Talk; Stone Edge; Substitute; Sunny Day; Swift; Swords Dance; Tackle; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Thunder Punch; Trailblaze; U-turn; Upper Hand; Uproar; Wing Attack; X-Scissor; Zen Headbutt
Drampa,780,50,Amnesia; Blizzard; Body Slam; Calm Mind; Charge Beam; Draco Meteor; Dragon Breath; Dragon Claw; Dragon Pulse; Dragon Rush; Earth Power; Earthquake; Endure; Energy Ball; Facade; Fire Blast; Flamethrower; Fly; Focus Blast; Giga Impact; Glare; Heat Wave; Hurricane; Hydro Pump; Hyper Beam; Hyper Voice; Ice Beam; Icy Wind; Leer; Light Screen; Outrage; Play Rough; Protect; Razor Wind; Rock Slide; Safeguard; Scale Shot; Shadow Ball; Shadow Claw; Solar Beam; Substitute; Surf; Swift; Thunder; Thunder Wave; Thunderbolt; Tri Attack; Twister; Whirlwind; Work Up
Amaura,698,37,Ancient Power; Blizzard; Body Slam; Bulldoze; Calm Mind; Dark Pulse; Earth Power; Endure; Facade; Flash Cannon; Freeze-Dry; Growl; Hyper Beam; Hyper Voice; Ice Beam; Icy Wind; Iron Defense; Iron Head; Light Screen; Meteor Beam; Mist; Outrage; Protect; Reflect; Rock Blast; Rock Slide; Rock Throw; Rock Tomb; Safeguard; Stealth Rock; Stone Edge; Substitute; Tackle; Take Down; Thunder Wave; Thunderbolt; Zen Headbutt
Munna,517,32,Amnesia; Calm Mind; Charm; Curse; Dazzling Gleam; Double Team; Dream Eater; Endure; Energy Ball; Facade; Future Sight; Heal Block; Hypnosis; Light Screen; Moonblast; Moonlight; Ominous Wind; Protect; Psybeam; Psychic; Psyshock; Reflect; Rock Slide; Rock Tomb; Safeguard; Shadow Ball; Silver Wind; Substitute; Swift; Thunder Wave; Tri Attack; Zen Headbutt
Golbat,042,43,Absorb; Aerial Ace; Agility; Air Slash; Bite; Confuse Ray; Crunch; Curse; Double Team; Dual Wingbeat; Endure; Facade; Fly; Giga Drain; Giga Impact; Gust; Haze; Heat Wave; Hyper Beam; Hypnosis; Leech Life; Nasty Plot; Ominous Wind; Poison Fang; Protect; Quick Attack; Razor Wind; Screech; Shadow Ball; Sky Attack; Sludge Bomb; Substitute; Supersonic; Swagger; Swift; Taunt; Toxic; U-turn; Whirlwind; Wing Attack; X-Scissor; X-scissor; Zen Headbutt
Steelix,208,44,Ancient Power; Body Slam; Breaking Swipe; Crunch; Curse; Dark Pulse; Dig; Double-Edge; Dragon Breath; Dragon Pulse; Earth Power; Earthquake; Endure; Facade; Fire Fang; Fissure; Flash Cannon; Giga Impact; Harden; Head Smash; Heavy Slam; Hyper Beam; Ice Fang; Iron Defense; Iron Head; Iron Tail; Meteor Beam; Protect; Psychic Fangs; Rock Blast; Rock Slide; Rock Throw; Rock Tomb; Sand Tomb; Scorching Sands; Screech; Self-Destruct; Stealth Rock; Steel Beam; Stone Edge; Substitute; Tackle; Taunt; Thunder Fang
Houndoom,229,70,Beat Up; Bite; Body Slam; Burning Jealousy; Comeuppance; Counter; Crunch; Dark Pulse; Destiny Bond; Double-Edge; Dream Eater; Ember; Endeavor; Endure; Facade; Feint; Fire Blast; Fire Fang; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Foul Play; Giga Impact; Headbutt; Heat Wave; Helping Hand; Howl; Hyper Beam; Hyper Voice; Incinerate; Inferno; Lash Out; Leer; Mud Shot; Mud-Slap; Nasty Plot; Overheat; Pain Split; Protect; Psychic Fangs; Rain Dance; Rest; Reversal; Roar; Scary Face; Shadow Ball; Sleep Talk; Sludge Bomb; Smog; Snarl; Solar Beam; Spite; Substitute; Sucker Punch; Sunny Day; Super Fang; Swagger; Tackle; Take Down; Taunt; Temper Flare; Tera Blast; Thief; Throat Chop; Thunder Fang; Torment; Toxic; Trailblaze; Will-O-Wisp
Altaria,334,75,Acrobatics; Aerial Ace; Agility; Alluring Voice; Astonish; Body Slam; Brave Bird; Breaking Swipe; Bulldoze; Cotton Guard; Dazzling Gleam; Defog; Disarming Voice; Double-Edge; Draco Meteor; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Dragon Rush; Dream Eater; Dual Wingbeat; Earthquake; Endeavor; Endure; Facade; False Swipe; Feather Dance; Fire Blast; Fire Spin; Flamethrower; Fly; Fury Attack; Giga Impact; Growl; Haze; Heat Wave; Helping Hand; Hurricane; Hyper Beam; Hyper Voice; Ice Beam; Mist; Moonblast; Outrage; Peck; Perish Song; Petal Dance; Play Rough; Pluck; Protect; Rain Dance; Rest; Roar; Roost; Round; Safeguard; Silver Wind; Sing; Sky Attack; Sleep Talk; Snowscape; Solar Beam; Substitute; Sunny Day; Swift; Tailwind; Take Down; Tera Blast; Thief; Trailblaze; Twister; Weather Ball; Will-O-Wisp
Chimecho,358,81,Ally Switch; Amnesia; Astonish; Baton Pass; Boomburst; Calm Mind; Charge Beam; Charm; Confusion; Cosmic Power; Curse; Dazzling Gleam; Disable; Disarming Voice; Double-Edge; Draining Kiss; Encore; Endure; Energy Ball; Entrainment; Expanding Force; Extrasensory; Facade; Fake Tears; Flash Cannon; Future Sight; Grass Knot; Gravity; Growl; Heal Bell; Heal Block; Heal Pulse; Healing Wish; Helping Hand; Hyper Voice; Hypnosis; Icy Wind; Imprison; Knock Off; Last Resort; Light Screen; Magnet Bomb; Metal Sound; Meteor Beam; Ominous Wind; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psyshock; Rain Dance; Recover; Recycle; Reflect; Rest; Safeguard; Screech; Self-Destruct; Shadow Ball; Skill Swap; Sleep Talk; Snarl; Stored Power; Substitute; Sunny Day; Supersonic; Swift; Tackle; Take Down; Taunt; Tera Blast; Thunder Wave; Trick; Trick Room; Uproar; Water Pulse; Wish; Wrap; Yawn; Zen Headbutt
Simisage,512,42,Bite; Brick Break; Bullet Seed; Crunch; Dig; Drain Punch; Endure; Energy Ball; Facade; Fake Out; Focus Blast; Giga Drain; Giga Impact; Gunk Shot; Headbutt; Hyper Beam; Iron Tail; Leaf Storm; Leech Seed; Leer; Lick; Low Sweep; Magical Leaf; Mud Shot; Nasty Plot; Power-Up Punch; Protect; Rock Slide; Rock Tomb; Seed Bomb; Shadow Claw; Solar Beam; Solar Blade; Substitute; Swift; Tackle; Taunt; Torment; Toxic; Trailblaze; Vine Whip; Work Up
Simisear,514,43,Amnesia; Bite; Blaze Kick; Brick Break; Crunch; Dig; Ember; Endure; Facade; Fake Out; Fire Blast; Fire Punch; Fire Spin; Flame Charge; Flame Wheel; Flamethrower; Flare Blitz; Focus Blast; Giga Impact; Gunk Shot; Headbutt; Heat Wave; Hyper Beam; Iron Tail; Leer; Lick; Low Sweep; Mud Shot; Nasty Plot; Overheat; Power-Up Punch; Protect; Rock Slide; Rock Tomb; Scorching Sands; Shadow Claw; Solar Beam; Substitute; Swift; Tackle; Taunt; Will-O-Wisp; Work Up
Simipour,516,42,Aqua Ring; Bite; Blizzard; Brick Break; Bubble Beam; Chilling Water; Crunch; Dig; Endure; Facade; Fake Out; Flip Turn; Focus Blast; Giga Impact; Gunk Shot; Headbutt; Hydro Pump; Hyper Beam; Ice Beam; Ice Punch; Icy Wind; Iron Tail; Leer; Lick; Liquidation; Low Sweep; Mud Shot; Nasty Plot; Power-Up Punch; Protect; Rock Slide; Rock Tomb; Scald; Shadow Claw; Substitute; Surf; Swift; Tackle; Taunt; Water Gun; Waterfall; Work Up
Sawk,539,39,Blaze Kick; Body Slam; Brick Break; Bulk Up; Bulldoze; Close Combat; Comet Punch; Detect; Dig; Drain Punch; Dual Chop; Dynamic Punch; Earthquake; Endure; Facade; Fire Punch; Focus Blast; Focus Energy; Giga Impact; Ice Punch; Iron Head; Knock Off; Leer; Low Sweep; Mach Punch; Outrage; Poison Jab; Power-Up Punch; Protect; Rock Slide; Rock Smash; Rock Tomb; Stone Edge; Substitute; Swords Dance; Taunt; Thunder Punch; Work Up; Zen Headbutt
Delphox,655,84,Agility; Blast Burn; Burning Jealousy; Calm Mind; Charge Beam; Charm; Confuse Ray; Copycat; Dazzling Gleam; Double Team; Dream Eater; Ember; Encore; Endure; Expanding Force; Facade; Fire Blast; Fire Pledge; Fire Punch; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Focus Blast; Foul Play; Future Sight; Giga Impact; Grass Knot; Heal Block; Heat Wave; Helping Hand; Hex; Howl; Hyper Beam; Hyper Voice; Hypnosis; Imprison; Light Screen; Low Kick; Magic Room; Metronome; Mud Shot; Mud-Slap; Mystical Fire; Nasty Plot; Night Shade; Ominous Wind; Overheat; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psychic Terrain; Psyshock; Rain Dance; Razor Wind; Reflect; Rest; Role Play; Safeguard; Scorching Sands; Scratch; Shadow Ball; Silver Wind; Skill Swap; Sleep Talk; Solar Beam; Stored Power; Substitute; Sunny Day; Swift; Switcheroo; Tackle; Tail Whip; Take Down; Tera Blast; Thief; Thunder Punch; Trick; Trick Room; Will-O-Wisp; Wish; Zen Headbutt
Furfrou,676,39,Bite; Charge Beam; Charm; Cotton Guard; Crunch; Dark Pulse; Dig; Double Hit; Double Team; Double-Edge; Endure; Facade; Fire Fang; Giga Impact; Growl; Headbutt; Hyper Beam; Hyper Voice; Ice Fang; Iron Tail; Mimic; Protect; Psychic Fangs; Roar; Rock Smash; Skull Bash; Snarl; Substitute; Surf; Tackle; Tail Whip; Take Down; Thunder Fang; Thunder Wave; Tri Attack; U-turn; Wild Charge; Work Up; Zen Headbutt
Golisopod,768,50,Agility; Aqua Jet; Blizzard; Brick Break; Bulk Up; Close Combat; Dark Pulse; Double Hit; Drill Run; Dual Chop; Endure; Facade; False Swipe; First Impression; Focus Blast; Giga Impact; Gunk Shot; Harden; Hyper Beam; Ice Beam; Icy Wind; Iron Defense; Iron Head; Leech Life; Liquidation; Metal Claw; Mud Shot; Muddy Water; Night Slash; Pin Missile; Poison Jab; Protect; Rock Slide; Rock Smash; Rock Tomb; Rollout; Scald; Screech; Shadow Claw; Slash; Sludge Bomb; Spikes; Substitute; Surf; Swift; Swords Dance; Taunt; U-turn; Waterfall; X-Scissor
Toxtricity,849,77,Acid; Acid Spray; Belch; Boomburst; Brick Break; Charge; Charge Beam; Charm; Discharge; Drain Punch; Eerie Impulse; Electric Terrain; Electro Ball; Electroweb; Encore; Endeavor; Endure; Facade; Fire Punch; Flail; Fling; Giga Impact; Growl; Gunk Shot; Helping Hand; Hex; Hyper Beam; Hyper Voice; Leer; Magnet Bomb; Magnetic Flux; Metal Sound; Metronome; Noble Roar; Nuzzle; Overdrive; Parabolic Charge; Poison Jab; Poison Tail; Protect; Psychic Noise; Rain Dance; Rest; Scary Face; Screech; Shift Gear; Shock Wave; Sleep Talk; Sludge Bomb; Sludge Wave; Snarl; Spark; Stored Power; Substitute; Sunny Day; Swagger; Swift; Take Down; Taunt; Tearful Look; Tera Blast; Thief; Throat Chop; Thunder; Thunder Fang; Thunder Punch; Thunder Shock; Thunder Wave; Thunderbolt; Toxic; Toxic Spikes; Trailblaze; Uproar; Venoshock; Volt Switch; Wild Charge; Zap Cannon
Ceruledge,937,66,Ally Switch; Astonish; Bitter Blade; Brick Break; Bulk Up; Celebrate; Clear Smog; Close Combat; Confuse Ray; Curse; Destiny Bond; Disable; Dragon Claw; Ember; Endure; Facade; False Swipe; Fire Blast; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Fling; Giga Impact; Heat Wave; Helping Hand; Hex; Incinerate; Iron Defense; Iron Head; Lava Plume; Leer; Light Screen; Night Shade; Night Slash; Ominous Wind; Overheat; Phantom Force; Poison Jab; Poltergeist; Protect; Psych Up; Psycho Cut; Quick Guard; Razor Wind; Reflect; Rest; Shadow Ball; Shadow Claw; Shadow Sneak; Sleep Talk; Smokescreen; Solar Blade; Spite; Stone Edge; Stored Power; Substitute; Sunny Day; Swords Dance; Take Down; Taunt; Tera Blast; Throat Chop; Vacuum Wave; Will-O-Wisp; X-Scissor
Meowstic,678,77,Alluring Voice; Baton Pass; Calm Mind; Charge Beam; Charm; Confusion; Covet; Dark Pulse; Dig; Disarming Voice; Double Team; Earth Power; Endure; Energy Ball; Expanding Force; Extrasensory; Facade; Fake Out; Fake Tears; Future Sight; Giga Impact; Gravity; Heal Block; Helping Hand; Hyper Beam; Imprison; Leer; Light Screen; Magical Leaf; Mean Look; Misty Terrain; Moonblast; Nasty Plot; Ominous Wind; Pay Day; Play Rough; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psychic Terrain; Psyshock; Quick Guard; Rain Dance; Reflect; Rest; Role Play; Safeguard; Scratch; Shadow Ball; Skill Swap; Sleep Talk; Spikes; Stealth Rock; Stored Power; Substitute; Sucker Punch; Sunny Day; Swift; Tackle; Taunt; Teleport; Tera Blast; Thunder Wave; Thunderbolt; Tickle; Toxic Spikes; Trailblaze; Tri Attack; Trick; Trick Room; Water Pulse; Wish; Work Up; Yawn; Zen Headbutt
Floette,670,54,Alluring Voice; Baton Pass; Calm Mind; Celebrate; Charm; Chilling Water; Copycat; Dazzling Gleam; Disarming Voice; Double Team; Draining Kiss; Endeavor; Endure; Energy Ball; Facade; Fairy Wind; Giga Drain; Grass Knot; Grassy Terrain; Helping Hand; Light Screen; Light of Ruin; Magical Leaf; Metronome; Misty Terrain; Moonblast; Ominous Wind; Petal Blizzard; Petal Dance; Pollen Puff; Protect; Psychic; Rain Dance; Razor Leaf; Rest; Safeguard; Seed Bomb; Silver Wind; Skill Swap; Sleep Talk; Solar Beam; Solar Blade; Stored Power; Substitute; Sunny Day; Swift; Synthesis; Tackle; Tearful Look; Tera Blast; Trailblaze; Trick; Vine Whip; Wish
Zangoose,335,92,Aerial Ace; Agility; Aura Sphere; Baton Pass; Belly Drum; Blizzard; Body Slam; Brick Break; Close Combat; Comet Punch; Counter; Crush Claw; Curse; Detect; Dig; Disable; Double Hit; Double Kick; Double-Edge; Endeavor; Endure; Facade; Fake Out; False Swipe; Feint; Final Gambit; Fire Blast; Fire Punch; Flail; Flamethrower; Fling; Focus Blast; Focus Punch; Fury Cutter; Fury Swipes; Giga Impact; Grass Knot; Gunk Shot; Headbutt; Helping Hand; Hone Claws; Hyper Beam; Ice Beam; Ice Punch; Icy Wind; Iron Tail; Knock Off; Leer; Low Kick; Low Sweep; Metal Claw; Night Slash; Poison Jab; Power Trip; Protect; Quick Attack; Quick Guard; Rain Dance; Razor Wind; Rest; Reversal; Roar; Rock Slide; Rock Tomb; Scratch; Seed Bomb; Shadow Ball; Shadow Claw; Skull Bash; Slash; Sleep Talk; Solar Beam; Substitute; Sunny Day; Surf; Swift; Switcheroo; Swords Dance; Tackle; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Upper Hand; Work Up; X-Scissor; Zen Headbutt
